23 Sektor;Nama Perusahaan;Deskripsi KBLI;Kabkot;Tambahan Investasi (US$);Negara;Proyek;TKI;TKA;
Transportasi, Gudang dan Telekomunikasi;TANJUNG TELUK MENTIMUN;(52240) Penanganan Kargo (Bongkar Muat Barang);Kabupaten Ketapang;21.756;Hongkong, RRT;1;21;0;TW 1
Jasa Lainnya;ARTHA PERSADA KREATIF;(86903) Aktivitas Pelayanan Penunjang Kesehatan;Kabupaten Kubu Raya;21.630;Singapura;1;0;0;TW 1
Perdagangan dan Reparasi;XINHAIYUAN INDONESIA FISHERY;(46206) Perdagangan Besar Hasil Perikanan;Kabupaten Kubu Raya;21.626;R.R. Tiongkok;1;1;0;TW 1
Perdagangan dan Reparasi;TAWADA HEALTHCARE;(46691) Perdagangan Besar Alat Laboratorium, Alat Farmasi Dan Alat Kedokteran Untuk Manusia;Kota Pontianak;21.384;Singapura;1;0;0;TW 1
Listrik, Gas dan Air;KAYONG POWER NUSANTARA;(35115) Pembangkit, Transmisi, Distribusi dan Penjualan Tenaga Listrik Dalam Satu Kesatuan Usaha;Kabupaten Kayong Utara;21.250;Hongkong, RRT;1;0;0;TW 1
Industri Karet dan Plastik;SUMBER ALAM;(22123) Industri Karet Remah (Crumb Rubber);Kota Pontianak;19.479;Singapura;1;0;0;TW 1
Listrik, Gas dan Air;VPOWER OPERATION SERVICES;(35111) Pembangkitan Tenaga Listrik;Kota Singkawang;19.375;Hongkong, RRT;1;0;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;KHATULISTIWA AGRO ABADI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Kapuas Hulu;17.588;Singapura;1;0;0;TW 1
Hotel dan Restoran;JOSH & TASANI LESTARI;(55110) Hotel Bintang;Kota Pontianak;16.635;Singapura;1;0;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;PARNA AGROMAS;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sekadau;16.580;Korea Selatan;1;1;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;GEMILANG MAKMUR SUBUR;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;16.467;Singapura;1;0;0;TW 1
Jasa Lainnya;CINEMAXX GLOBAL PASIFIK;(59140) Aktivitas Pemutaran Film;Kabupaten Ketapang;16.143;Belanda;1;7;0;TW 1
Industri Makanan;MITRA KARYA SENTOSA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sanggau;16.101;Singapura;1;0;0;TW 1
Hotel dan Restoran;PANCA BOGA PARAMITA;(56101) Restoran;Kabupaten Kubu Raya;14.875;Hongkong, RRT;1;0;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;PERKEBUNAN ANAK NEGERI PASAMAN;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Landak;14.875;Inggris;1;0;0;TW 1
Industri Makanan;SENTOSA BUMI WIJAYA;(10432) Industri Minyak Mentah Inti Kelapa Sawit (Crude Palm Kernel Oil);Kabupaten Bengkayang;14.418;Malaysia;1;0;0;TW 1
Pertambangan;TAMINDO MUTIARA PERKASA;(07293) Pertambangan Bijih Bauksit;Kabupaten Landak;14.307;Hongkong, RRT;1;0;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;MULIA INDAH;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sambas;14.195;Singapura;1;12;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;MALINDO FEEDMILL;(01468) Pembibitan Ayam Ras;Kabupaten Mempawah;14.019;Singapura;1;0;0;TW 1
Hotel dan Restoran;PANCA BOGA PARAMITA;(56101) Restoran;Kota Pontianak;13.438;Hongkong, RRT;1;0;0;TW 1
Jasa Lainnya;STARONE MITRA TELEKOMUNIKASI;(63112) Aktivitas Hosting dan Ybdi;Kota Pontianak;12.799;Singapura;1;0;0;TW 1
Industri Makanan;AGRONUSA INVESTAMA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sambas;12.692;Singapura;1;0;0;TW 1
Hotel dan Restoran;PANCA BOGA PARAMITA;(56101) Restoran;Kota Singkawang;12.375;Hongkong, RRT;1;0;0;TW 1
Hotel dan Restoran;PANCA BOGA PARAMITA;(56101) Restoran;Kota Singkawang;12.063;Hongkong, RRT;1;0;0;TW 1
Industri Karet dan Plastik;SUMBER DJANTIN;(22123) Industri Karet Remah (Crumb Rubber);Kota Pontianak;11.701;Singapura;1;7;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;NABATI AGRO SUBUR;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;10.743;Singapura;1;0;0;TW 1
Transportasi, Gudang dan Telekomunikasi;GUDANG SEGAR INDONESIA;(52101) Pergudangan dan Penyimpanan;Kabupaten Kubu Raya;10.664;Singapura;1;0;0;TW 1
Pertambangan;FORTUNA JAYA MAKMUR;(07293) Pertambangan Bijih Bauksit;Kabupaten Landak;10.369;Hongkong, RRT;1;0;0;TW 1
Industri Makanan;BUMIPRATAMA KHATULISTIWA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Kubu Raya;10.348;Singapura;1;0;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;CEMARU LESTARI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Landak;10.251;Singapura;1;4;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;CITRANUSA INTISAWIT;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sanggau;9.810;Kepulauan Virgin Inggris;1;0;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;MATAHARI KUBU INVESTAMA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Bengkayang;9.619;Singapura;1;1;0;TW 1
Industri Makanan;KHATULISTIWA AGRO ABADI;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Kapuas Hulu;9.375;Singapura;1;2;0;TW 1
Hotel dan Restoran;PANCA BOGA PARAMITA;(56101) Restoran;Kabupaten Kubu Raya;9.375;Hongkong, RRT;1;0;0;TW 1
Industri Mineral Non Logam;PANCA NAGA INDAH;(23990) Industri Barang Galian Bukan Logam Lainnya Ytdl;Kabupaten Kubu Raya;9.375;R.R. Tiongkok;1;0;0;TW 1
Industri Makanan;AGRO ABADI CEMERLANG;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sanggau;9.322;Singapura;1;1;0;TW 1
Industri Makanan;SINTANG RAYA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Kubu Raya;9.188;Korea Selatan;1;0;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;BORNEO INTERNATIONAL ANUGERAH;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Kapuas Hulu;8.080;Singapura;1;3;0;TW 1
Jasa Lainnya;STARONE MITRA TELEKOMUNIKASI;(63112) Aktivitas Hosting dan Ybdi;Kabupaten Kubu Raya;7.945;Singapura;1;0;0;TW 1
Pertambangan;AGRABUDI GASUTAMA PRIMA;(07293) Pertambangan Bijih Bauksit;Kabupaten Landak;7.901;Selandia Baru;1;0;0;TW 1
Pertambangan;MELIAU RATU ABADI;(07293) Pertambangan Bijih Bauksit;Kabupaten Ketapang;7.794;Hongkong, RRT;1;0;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;UMEKAH SARIPRATAMA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;7.178;Singapura;1;56;0;TW 1
Perumahan, Kawasan Industri dan Perkantoran;CIAWI PERKASA PROPERTY;(68111) Real Estat Yang Dimiliki Sendiri Atau Disewa;Kota Pontianak;6.870;Malaysia;1;0;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;PRAKARSA TANI SEJATI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;6.428;Singapura;1;2;0;TW 1
Pertambangan;KINDAI MANDIRI SEJAHTERA;(07293) Pertambangan Bijih Bauksit;Kabupaten Landak;5.163;Hongkong, RRT;1;0;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;BULUH CAWANG PLANTATIONS;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sambas;4.677;Kepulauan Virgin Inggris;1;0;0;TW 1
Perumahan, Kawasan Industri dan Perkantoran;FITRIA;(68120) Kawasan Pariwisata;Kabupaten Ketapang;4.273;Korea Selatan;1;0;0;TW 1
Industri Lainnya;GRAND MANDIRI UTAMA;(32909) Industri Pengolahan Lainnya YTDL;Kabupaten Sintang;4.190;Hongkong, RRT;1;451;3;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;GRAND MANDIRI UTAMA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sintang;4.190;Hongkong, RRT;1;396;3;TW 1
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;KETAPANG ALUMINIUM BASE;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kabupaten Ketapang;4.126;Singapura;1;0;0;TW 1
Listrik, Gas dan Air;KETAPANG ALUMINIUM BASE;(35111) Pembangkitan Tenaga Listrik;Kabupaten Ketapang;4.126;Singapura;1;0;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;CHUANG JIA YUAN;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Mempawah;3.750;Taiwan;1;0;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;SAWIT REZKI ABADI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Melawi;3.608;Malaysia;1;0;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;PALMA ADINUSA LESTARI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Melawi;3.467;Hongkong, RRT;1;44;0;TW 1
Industri Makanan;ENERGI UNGGUL PERSADA;(10432) Industri Minyak Mentah Inti Kelapa Sawit (Crude Palm Kernel Oil);Kabupaten Mempawah;3.189;Singapura;1;0;0;TW 1
Pertambangan;TRANSON DAYA INDOMINING;(08999) Pertambangan Dan Penggalian Lainnya Ytdl;Kota Pontianak;3.125;R.R. Tiongkok;1;0;0;TW 1
Industri Makanan;PALMA BUMI LESTARI;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Landak;3.000;Malaysia;1;84;0;TW 1
Industri Makanan;ADITYA AGROINDO;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;2.790;Hongkong, RRT;1;1;0;TW 1
Industri Makanan;ADITYA AGROINDO;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;2.790;Hongkong, RRT;1;1;0;TW 1
Industri Makanan;ADILMART;(10130) Industri Pengolahan dan Pengawetan Produk Daging dan Daging Unggas;Kabupaten Kubu Raya;2.007;Malaysia;1;0;1;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;MALINDO FEEDMILL;(01468) Pembibitan Ayam Ras;Kota Pontianak;1.680;Singapura;1;0;0;TW 1
Listrik, Gas dan Air;GCL INDO TENAGA;(35111) Pembangkitan Tenaga Listrik;Kabupaten Bengkayang;1.525;R.R. Tiongkok;1;0;0;TW 1
Perdagangan dan Reparasi;PALMA ADINUSA LESTARI;(46202) Perdagangan Besar Buah Yang Mengandung Minyak;Kabupaten Kubu Raya;1.390;Hongkong, RRT;1;0;0;TW 1
Industri Karet dan Plastik;BINTANG BORNEO PERSADA;(22123) Industri Karet Remah (Crumb Rubber);Kabupaten Kubu Raya;1.284;Singapura;1;71;0;TW 1
Industri Kimia Dan Farmasi;NABATI MULTI BIOENERGI;(20115) Industri Kimia Dasar Organik Yang Bersumber Dari Hasil Pertanian;Kabupaten Sintang;625;R.R. Tiongkok;1;0;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;WAHANA PLANTATION AND PRODUCTS;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sintang;578;Hongkong, RRT;1;0;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;PULAU TIGA LESTARI JAYA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sanggau;557;Singapura;1;8;0;TW 1
Industri Makanan;SIME INDO AGRO;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sanggau;425;Belanda;1;0;0;TW 1
Jasa Lainnya;TINTIN BOYOK SAWIT MAKMUR;(86105) Aktivitas Klinik Swasta;Kabupaten Sekadau;380;Korea Selatan;1;0;0;TW 1
Transportasi, Gudang dan Telekomunikasi;NIPSEA PAINT AND CHEMICALS;(52101) Pergudangan dan Penyimpanan;Kabupaten Kubu Raya;336;Hongkong, RRT;1;15;0;TW 1
Perdagangan dan Reparasi;AGRO BOGA UTAMA;(46321) Perdagangan Besar Daging Sapi Dan Daging Sapi Olahan;Kabupaten Kubu Raya;323;Singapura;1;0;0;TW 1
Industri Makanan;MITRA MUARA MELAWI;(11051) Industri Air Kemasan;Kabupaten Sintang;313;R.R. Tiongkok;1;0;0;TW 1
Pertambangan;MOAWEA MINERAL SILICA;(08104) Penggalian Pasir;Kabupaten Ketapang;313;Turki;1;0;0;TW 1
Pertambangan;MOAWEA MINERAL SILICA;(08109) Penggalian batu, pasir dan tanah liat lainnya;Kabupaten Ketapang;313;Turki;1;0;0;TW 1
Perdagangan dan Reparasi;UNIDEN ACOUSTIC CORPORATION;(46523) Perdagangan Besar Peralatan Telekomunikasi;Kabupaten Sintang;246;Hongkong, RRT;1;0;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;DAMAI AGRO SEJAHTERA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;219;Singapura;1;0;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;DAMAI AGRO SEJAHTERA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;219;Singapura;1;0;0;TW 1
Perdagangan dan Reparasi;AGRO BOGA UTAMA;(46323) Perdagangan Besar Daging Dan Daging Olahan Lainnya;Kabupaten Kubu Raya;201;Singapura;1;0;0;TW 1
Hotel dan Restoran;SRIBOGA MARUGAME INDONESIA;(56101) Restoran;Kabupaten Kubu Raya;191;Amerika Serikat;1;0;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;DAYA LANDAK PLANTATION;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Landak;188;Singapura;1;0;0;TW 1
Hotel dan Restoran;ADHIRAJASA HANASTA PRATAMA;(55110) Hotel Bintang;Kabupaten Ketapang;99;Belanda;1;0;0;TW 1
Jasa Lainnya;TINTIN BOYOK SAWIT MAKMUR;(85133) Pendidikan Kelompok Bermain;Kabupaten Sekadau;97;Korea Selatan;1;0;0;TW 1
Perdagangan dan Reparasi;AGRO BOGA UTAMA;(46322) Perdagangan Besar Daging Ayam Dan Daging Ayam Olahan;Kabupaten Kubu Raya;65;Singapura;1;0;0;TW 1
Pertambangan;MOAWEA MINERAL SILICA;(08995) Penggalian Kuarsa/Pasir Kuarsa;Kabupaten Ketapang;63;Turki;1;0;0;TW 1
Perdagangan dan Reparasi;AGRO BOGA UTAMA;(46313) Perdagangan Besar Sayuran;Kabupaten Kubu Raya;57;Singapura;1;0;0;TW 1
Industri Kendaraan Bermotor dan Alat Transportasi Lain;ANEKA ALUMINIUM PRODUK;(29300) Industri Suku Cadang dan Aksesori Kendaraan Bermotor Roda Empat Atau Lebih;Kabupaten Ketapang;14;Singapura;1;0;0;TW 1
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;ANEKA ALUMINIUM PRODUK;(24203) Industri Penggilingan Logam Bukan Besi;Kabupaten Ketapang;14;Singapura;1;0;0;TW 1
Industri  Mesin, Elektronik, Instrumen Kedokteran, Peralatan Listrik, Presisi, Optik dan Jam;WESTERFIELD ALUMINA INDONESIA;(28140) Industri Bearing, Roda Gigi dan Elemen Penggerak Mesin;Kabupaten Sanggau;13;Hongkong, RRT;1;0;0;TW 1
Industri Makanan;CITRA MAHKOTA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Melawi;9;Kepulauan Virgin Inggris;1;0;0;TW 1
Industri Kendaraan Bermotor dan Alat Transportasi Lain;KARIMATA ALUMIN INDUSTRI;(30200) Industri Lokomotif dan Gerbong Kereta;Kabupaten Ketapang;9;Singapura;1;0;0;TW 1
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;KARIMATA ALUMIN INDUSTRI;(25119) Industri Barang Dari Logam Siap Pasang Untuk Konstruksi Lainnya;Kabupaten Ketapang;9;Singapura;1;0;0;TW 1
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;KARIMATA ALUMIN INDUSTRI;(24204) Industri Ekstrusi Logam Bukan Besi;Kabupaten Ketapang;9;Singapura;1;0;0;TW 1
Perdagangan dan Reparasi;AGRO BOGA UTAMA;(46326) Perdagangan Besar Susu Dan Produk Susu;Kabupaten Kubu Raya;8;Singapura;1;0;0;TW 1
Perdagangan dan Reparasi;AGRO BOGA UTAMA;(46312) Perdagangan Besar Buah-buahan;Kabupaten Kubu Raya;5;Singapura;1;0;0;TW 1
Perdagangan dan Reparasi;AGRO BOGA UTAMA;(46324) Perdagangan Besar Hasil Olahan Perikanan;Kabupaten Kubu Raya;4;Singapura;1;0;0;TW 1
Perdagangan dan Reparasi;AGRO BOGA UTAMA;(46206) Perdagangan Besar Hasil Perikanan;Kabupaten Kubu Raya;4;Singapura;1;0;0;TW 1
Industri Kimia Dan Farmasi;BORNEO COKE RESOURCE;(19100) Industri produk dari batu bara;Kabupaten Ketapang;4;Kepulauan Virgin Inggris;1;0;0;TW 1
Listrik, Gas dan Air;BORNEO COKE RESOURCE;(35111) Pembangkitan Tenaga Listrik;Kabupaten Ketapang;1;Kepulauan Virgin Inggris;1;0;0;TW 1
Listrik, Gas dan Air;BORNEO COKE RESOURCE;(35301) Pengadaan Uap/Air Panas Dan Udara Dingin;Kabupaten Ketapang;0;Kepulauan Virgin Inggris;1;0;0;TW 1
Hotel dan Restoran;MOUNT SCOPUS INDONESIA;(56101) Restoran;Kota Pontianak;0;Hongkong, RRT;1;0;0;TW 1
Industri Makanan;LAHAN AGRO INTI KETAPANG;(10432) Industri Minyak Mentah Inti Kelapa Sawit (Crude Palm Kernel Oil);Kabupaten Sambas;0;Malaysia;1;0;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;LAHAN AGRO INTI KETAPANG;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sambas;0;Malaysia;1;0;0;TW 1
Perdagangan dan Reparasi;VPOWER OPERATION SERVICES;(33141) Reparasi Motor Listrik, Generator Dan Transformator;Kota Singkawang;0;Hongkong, RRT;1;0;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;LAHAN AGRO INTI KETAPANG;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sambas;0;Malaysia;1;0;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;LAHAN AGRO INTI KETAPANG;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sambas;0;Malaysia;1;0;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;LAHAN AGRO INTI KETAPANG;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sambas;0;Malaysia;1;0;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;MALINDO FEEDMILL;(01468) Pembibitan Ayam Ras;Kabupaten Kubu Raya;0;Singapura;1;0;0;TW 1
Listrik, Gas dan Air;VPOWER OPERATION SERVICES;(35121) Pengoperasian Instalasi Penyediaan Tenaga Listrik;Kota Singkawang;0;Hongkong, RRT;1;0;0;TW 1
Industri Makanan;LAHAN AGRO INTI KETAPANG;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sambas;0;Malaysia;1;0;0;TW 1
Transportasi, Gudang dan Telekomunikasi;INDACO WARNA DUNIA;(52101) Pergudangan dan Penyimpanan;Kabupaten Kubu Raya;0;Hongkong, RRT;1;0;0;TW 1
Jasa Lainnya;EKOSISTEM DIGITAL NUSANTARA;(82200) Aktivitas call centre;Kota Pontianak;0;R.R. Tiongkok;1;0;0;TW 1
Jasa Lainnya;EKOSISTEM DIGITAL NUSANTARA;(78300) Penyediaan Sumber Daya Manusia dan Manajemen Fungsi Sumber Daya Manusia;Kota Pontianak;0;R.R. Tiongkok;1;0;0;TW 1
Pertambangan;SUKMA CIPTA REZEKI;(08995) Penggalian Kuarsa/Pasir Kuarsa;Kabupaten Ketapang;0;Singapura;1;0;0;TW 1
Pertambangan;SUKMA CIPTA REZEKI;(08995) Penggalian Kuarsa/Pasir Kuarsa;Kabupaten Ketapang;0;Singapura;1;0;0;TW 1
Jasa Lainnya;EKOSISTEM DIGITAL NUSANTARA;(78300) Penyediaan Sumber Daya Manusia dan Manajemen Fungsi Sumber Daya Manusia;Kota Pontianak;0;R.R. Tiongkok;1;0;0;TW 1
Industri Kayu;RIMBA KELAPA MAKMUR;(16215) Industri Kayu Laminasi;Kabupaten Mempawah;0;R.R. Tiongkok;1;0;0;TW 1
Industri Kayu;RIMBA KELAPA MAKMUR;(16214) Industri Veneer;Kabupaten Mempawah;0;R.R. Tiongkok;1;0;0;TW 1
Industri Kayu;RIMBA KELAPA MAKMUR;(16102) Industri Pengawetan Kayu;Kabupaten Mempawah;0;R.R. Tiongkok;1;0;0;TW 1
Industri Kayu;RIMBA KELAPA MAKMUR;(16213) Industri Panel Kayu Lainnya;Kabupaten Mempawah;0;R.R. Tiongkok;1;0;0;TW 1
Industri Lainnya;RIMBA KELAPA MAKMUR;(31001) Industri Furnitur Dari Kayu;Kabupaten Mempawah;0;R.R. Tiongkok;1;0;0;TW 1
Perdagangan dan Reparasi;RIMBA KELAPA MAKMUR;(47526) Perdagangan Eceran Bahan Konstruksi Dari Kayu;Kabupaten Mempawah;0;R.R. Tiongkok;1;0;0;TW 1
Industri Lainnya;RIMBA KELAPA MAKMUR;(32905) Industri Serat Sabut Kelapa;Kabupaten Mempawah;0;R.R. Tiongkok;1;0;0;TW 1
Industri Kayu;RIMBA KELAPA MAKMUR;(16101) Industri Penggergajian Kayu;Kabupaten Mempawah;0;R.R. Tiongkok;1;0;0;TW 1
Konstruksi;BUKA BUMI KONSTRUKSI;(41019) Konstruksi Gedung Lainnya;Kabupaten Mempawah;0;R.R. Tiongkok;1;0;0;TW 1
Industri Kayu;RIMBA KELAPA MAKMUR;(16230) Industri Wadah Dari Kayu;Kabupaten Mempawah;0;R.R. Tiongkok;1;0;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;AYU SAWIT LESTARI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;0;Singapura;1;0;0;TW 1
Jasa Lainnya;HARAPAN SAWIT LESTARI;(86105) Aktivitas Klinik Swasta;Kabupaten Ketapang;0;Singapura;1;0;0;TW 1
Jasa Lainnya;INDOMOBIL BUSSAN TRUCKING;(77100) Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Mobil, Bus, Truk Dan Sejenisnya;Kota Pontianak;0;Jepang;1;0;0;TW 1
Industri Mineral Non Logam;SIBELCO LAUTAN MINERALS;(23990) Industri Barang Galian Bukan Logam Lainnya Ytdl;Kabupaten Bengkayang;0;Singapura;1;0;0;TW 1
Pertambangan;MINERALINDO KENCANA ABADI;(09900) Aktivitas Penunjang pertambangan dan penggalian lainnya;Kabupaten Sanggau;0;Benin;1;0;0;TW 1
Pertambangan;HUAXIN MINING GROUP;(09900) Aktivitas Penunjang pertambangan dan penggalian lainnya;Kabupaten Sanggau;0;R.R. Tiongkok;1;0;0;TW 1
Pertambangan;MINERALINDO KENCANA ABADI;(09900) Aktivitas Penunjang pertambangan dan penggalian lainnya;Kota Pontianak;0;Benin;1;0;0;TW 1
Industri Makanan;HARAPAN SAWIT LESTARI;(10432) Industri Minyak Mentah Inti Kelapa Sawit (Crude Palm Kernel Oil);Kabupaten Ketapang;0;Singapura;1;0;0;TW 1
Pertambangan;HUAXIN MINING GROUP;(09900) Aktivitas Penunjang pertambangan dan penggalian lainnya;Kota Pontianak;0;R.R. Tiongkok;1;0;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;AYU SAWIT LESTARI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;0;Singapura;1;0;0;TW 1
Listrik, Gas dan Air;KETAPANG BANGUN SARANA;(35111) Pembangkitan Tenaga Listrik;Kabupaten Ketapang;0;Singapura;1;0;0;TW 1
Perumahan, Kawasan Industri dan Perkantoran;KETAPANG BANGUN SARANA;(68130) Kawasan Industri;Kabupaten Ketapang;0;Singapura;1;0;0;TW 1
Perdagangan dan Reparasi;INDOMOBIL BUSSAN TRUCKING;(45201) Reparasi Mobil;Kota Pontianak;0;Jepang;1;0;0;TW 1
Perdagangan dan Reparasi;UNIDEN ACOUSTIC CORPORATION;(46319) Perdagangan Besar Bahan Makanan Dan Minuman Hasil Pertanian Lainnya;Kota Pontianak;0;Korea Selatan;1;0;0;TW 1
Industri Mineral Non Logam;SIBELCO LAUTAN MINERALS;(23990) Industri Barang Galian Bukan Logam Lainnya Ytdl;Kabupaten Mempawah;0;Singapura;1;0;0;TW 1
Transportasi, Gudang dan Telekomunikasi;SATELIT NUSANTARA TIGA;(61300) Aktivitas Telekomunikasi Satelit;Kabupaten Mempawah;0;Malaysia;1;0;0;TW 1
Perumahan, Kawasan Industri dan Perkantoran;KETAPANG BANGUN SARANA;(68130) Kawasan Industri;Kabupaten Ketapang;0;Singapura;1;0;0;TW 1
Pertambangan;MINERALINDO KENCANA ABADI;(09900) Aktivitas Penunjang pertambangan dan penggalian lainnya;Kabupaten Ketapang;0;Benin;1;0;0;TW 1
Pertambangan;HUAXIN MINING GROUP;(09900) Aktivitas Penunjang pertambangan dan penggalian lainnya;Kabupaten Ketapang;0;R.R. Tiongkok;1;0;0;TW 1
Jasa Lainnya;INDOSAT;(63112) Aktivitas Hosting dan Ybdi;Kota Pontianak;0;Singapura;1;0;0;TW 1
Industri Lainnya;HARAPAN SAWIT LESTARI;(32909) Industri Pengolahan Lainnya YTDL;Kabupaten Ketapang;0;Singapura;1;0;0;TW 1
Industri Mineral Non Logam;KETAPANG BANGUN SARANA;(23957) Industri Mortar atau Beton Siap Pakai;Kabupaten Ketapang;0;Singapura;1;0;0;TW 1
Jasa Lainnya;INDOSAT;(63112) Aktivitas Hosting dan Ybdi;Kabupaten Kubu Raya;0;Singapura;1;0;0;TW 1
Perdagangan dan Reparasi;CHUANG JIA YUAN;(46339) Perdagangan Besar Makanan Dan Minuman Lainnya;Kabupaten Mempawah;0;Taiwan;1;0;0;TW 1
Transportasi, Gudang dan Telekomunikasi;TELEKOMUNIKASI SELULAR;(61200) Aktivitas Telekomunikasi Tanpa Kabel;Kota Pontianak;0;Singapura;1;0;0;TW 1
Konstruksi;TELEKOMUNIKASI SELULAR;(42206) Konstruksi Sentral Telekomunikasi;Kabupaten Kapuas Hulu;0;Singapura;1;0;0;TW 1
Tanaman Pangan, Perkebunan, dan Peternakan;SEPANJANG INTISURYA MULIA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;0;Singapura;1;0;0;TW 1
Perdagangan dan Reparasi;FAST RETAILING INDONESIA;(47191) Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Bukan Makanan, Minuman Atau Tembakau Di Toserba (Department Store);Kabupaten Kubu Raya;0;Singapura;1;0;0;TW 1
Jasa Lainnya;BUMI AGRO NUSANTARA;(70209) Aktivitas Konsultasi Manajemen Lainnya;Kota Pontianak;0;Malaysia;1;0;0;TW 1
